query	evalue	COG_category	Description	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	PFAMs
CAJ66906.1	2.60E-33	J	Ribosomal protein L30	ko:K02907	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L30
CAJ66907.1	2.26E-94	J	binds to the 23S rRNA	ko:K02876	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L27A
CAJ66908.1	4.20E-284	U	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"	ko:K03076	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	M00335	-	-	"ko00000,ko00001,ko00002,ko02044"	3.A.5	SecY
CAJ66909.1	7.80E-156	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	ko:K00939	"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130"	M00049	"R00127,R01547,R11319"	RC00002	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	"ADK,ADK_lid"
CAJ66910.1	7.45E-179	E	Metallopeptidase family M24	ko:K01265	-	-	-	-	"ko00000,ko01000,ko01002"	-	Peptidase_M24
CAJ66911.2	4.82E-55	J	COG2163 Ribosomal protein L14E L6E L27E	-	-	-	-	-	-	-	-
CAJ66912.1	1.45E-46	J	"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex"	ko:K02518	-	-	-	-	"ko00000,ko03012"	-	eIF-1a
CAJ66913.1	2.45E-19	J	Belongs to the bacterial ribosomal protein bL36 family	ko:K02919	"ko03010,map03010"	M00178	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L36
CAJ66914.1	1.31E-77	J	"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits"	ko:K02952	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_S13
CAJ66915.1	2.56E-86	J	"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome"	ko:K02948	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_S11
CAJ66916.1	3.72E-145	J	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"	ko:K02986	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	"Ribosomal_S4,S4"
CAJ66917.1	1.12E-218	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	ko:K03040	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	M00183	"R00435,R00441,R00442,R00443"	RC02795	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	-	"RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L"
CAJ66918.1	2.36E-73	J	50S ribosomal protein L17	ko:K02879	"ko03010,map03010"	M00178	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L17
CAJ66919.1	1.62E-192	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	"ko:K16786,ko:K16787"	"ko02010,map02010"	M00582	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	ABC_tran
CAJ66920.1	1.46E-205	P	ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	"ko:K16786,ko:K16787"	"ko02010,map02010"	M00582	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	ABC_tran
CAJ66921.1	1.17E-180	P	Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates	ko:K16785	"ko02010,map02010"	M00582	-	-	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	CbiQ
CAJ66922.1	1.14E-175	J	"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs"	ko:K06173	-	-	-	-	"ko00000,ko01000,ko03016"	-	PseudoU_synth_1
CAJ66923.1	1.89E-100	J	"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly"	ko:K02871	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_L13
CAJ66924.1	1.05E-84	J	Belongs to the universal ribosomal protein uS9 family	ko:K02996	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	Ribosomal_S9
CAJ66925.1	1.48E-153	M	Ami_3	ko:K01448	"ko01503,map01503"	M00727	R04112	"RC00064,RC00141"	"ko00000,ko00001,ko00002,ko01000,ko01011,ko03036"	-	Amidase_3
CAJ66926.1	4.53E-283	E	Aminotransferase	"ko:K00812,ko:K10907"	"ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230"	-	"R00355,R00694,R00734,R00896,R02433,R02619,R05052"	RC00006	"ko00000,ko00001,ko01000,ko01007"	-	Aminotran_1_2
CAJ66927.1	0	F	Anaerobic ribonucleoside-triphosphate reductase	ko:K21636	"ko00230,ko00240,ko01100,map00230,map00240,map01100"	M00053	"R11633,R11634,R11635,R11636"	RC00613	"ko00000,ko00001,ko00002,ko01000"	-	"ATP-cone,NRDD"
CAJ66928.1	1.50E-128	O	"Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine"	ko:K04068	-	-	R04710	-	"ko00000,ko01000"	-	"Fer4_12,Radical_SAM"
CAJ66929.1	3.66E-190	S	"Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria"	ko:K18672	-	-	-	-	"ko00000,ko01000"	-	DisA_N
CAJ66930.1	1.13E-271	S	YbbR-like protein	-	-	-	-	-	-	-	YbbR
CAJ66932.1	6.41E-206	C	phosphate butyryltransferase	ko:K00634	"ko00650,ko01100,map00650,map01100"	-	R01174	"RC00004,RC02816"	"ko00000,ko00001,ko01000"	-	PTA_PTB
CAJ66933.1	1.94E-248	H	Belongs to the acetokinase family	ko:K00929	"ko00650,ko01100,map00650,map01100"	-	R01688	"RC00002,RC00043"	"ko00000,ko00001,ko01000"	-	Acetate_kinase
CAJ66934.1	4.85E-159	D	bacterial-type flagellum organization	-	-	-	-	-	-	-	CbiA
CAJ66935.1	4.98E-31	C	binding domain protein	ko:K00176	"ko00020,ko00720,ko01100,ko01120,ko01200,map00020,map00720,map01100,map01120,map01200"	"M00009,M00011,M00173,M00620"	R01197	"RC00004,RC02833"	"br01601,ko00000,ko00001,ko00002,ko01000"	-	"Fer4,Fer4_4,Fer4_7"
CAJ66936.1	4.34E-261	C	Pyruvate:ferredoxin oxidoreductase core domain II	ko:K00174	"ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200"	"M00009,M00011,M00173,M00620"	"R01196,R01197"	"RC00004,RC02742,RC02833"	"br01601,ko00000,ko00001,ko00002,ko01000"	-	"PFOR_II,POR_N"
CAJ66937.1	9.44E-183	C	"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain protein"	ko:K00175	"ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200"	"M00009,M00011,M00173,M00620"	"R01196,R01197"	"RC00004,RC02742,RC02833"	"br01601,ko00000,ko00001,ko00002,ko01000"	-	TPP_enzyme_C
CAJ66938.1	4.80E-128	C	"2-oxoacid acceptor oxidoreductase, gamma subunit, pyruvate 2-ketoisovalerate family"	ko:K00177	"ko00020,ko00720,ko01100,ko01120,ko01200,map00020,map00720,map01100,map01120,map01200"	"M00009,M00011,M00173,M00620"	R01197	"RC00004,RC02833"	"br01601,ko00000,ko00001,ko00002,ko01000"	-	"POR,Rubrerythrin"
CAJ66939.2	0	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	ko:K03431	"ko00520,ko01100,ko01130,map00520,map01100,map01130"	-	R02060	RC00408	"ko00000,ko00001,ko01000"	-	"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV"
CAJ66940.1	0	M	"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"	ko:K00820	"ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931"	-	R00768	"RC00010,RC00163,RC02752"	"ko00000,ko00001,ko01000,ko01002"	-	"GATase_6,SIS"
CAJ66941.1	0	P	Rhodanese Homology Domain	ko:K21028	"ko04122,map04122"	-	R07461	-	"ko00000,ko00001,ko01000"	-	Rhodanese
CAJ66942.1	3.53E-171	S	TATA-box binding	-	-	-	-	-	-	-	DUF1779
CAJ66943.1	5.51E-301	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine	ko:K00790	"ko00520,ko00550,ko01100,map00520,map00550,map01100"	-	R00660	RC00350	"ko00000,ko00001,ko01000,ko01011"	-	EPSP_synthase
CAJ66944.1	2.38E-251	D	Stage II sporulation protein	ko:K06381	-	-	-	-	ko00000	-	SpoIID
CAJ66945.1	1.69E-153	M	Peptidase family M23	-	-	-	-	-	-	-	Peptidase_M23
CAJ66946.1	8.84E-52	K	Stage III sporulation protein D	ko:K06283	-	-	-	-	"ko00000,ko03000"	-	SpoIIID
CAJ66947.1	5.04E-234	D	"Cell shape determining protein, MreB Mrl family"	ko:K03569	-	-	-	-	"ko00000,ko02048,ko03036,ko04812"	"1.A.33.1,9.B.157.1"	MreB_Mbl
CAJ66948.1	1.14E-96	I	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs	ko:K02372	"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212"	"M00083,M00572"	"R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121"	"RC00831,RC01095"	"ko00000,ko00001,ko00002,ko01000,ko01004"	-	FabA
CAJ66949.1	2.60E-118	S	Protein of unknown function (DUF1256)	-	-	-	-	-	-	-	DUF1256
CAJ66950.1	3.09E-287	H	"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme"	ko:K00789	"ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230"	"M00034,M00035,M00368,M00609"	"R00177,R04771"	"RC00021,RC01211"	"ko00000,ko00001,ko00002,ko01000"	-	"S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N"
CAJ66951.1	1.06E-255	S	"Psort location CytoplasmicMembrane, score"	-	-	-	-	-	-	-	-
CAJ66952.1	0	L	"DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity"	ko:K03581	"ko03440,map03440"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	"AAA_30,HHH_4,HHH_5,UvrD_C_2"
CAJ66953.1	2.71E-187	S	ComF family	ko:K02242	-	M00429	-	-	"ko00000,ko00002,ko02044"	-	Pribosyltran
CAJ66954.1	0	GKT	"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	ko:K02538	-	-	-	-	"ko00000,ko03000"	-	"HTH_11,Mga,PRD,PTS_EIIA_2"
CAJ66955.1	1.44E-62	G	Phosphotransferase system cellobiose-specific component IIA	ko:K02759	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.3.2	PTS_IIA
CAJ66956.1	1.57E-71	G	"PTS system, Lactose/Cellobiose specific IIB subunit"	ko:K02760	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko01000,ko02000"	4.A.3.2	PTS_IIB
CAJ66957.1	0.00E+00	G	"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"	ko:K02761	"ko00500,ko02060,map00500,map02060"	M00275	"R11170,R11172"	"RC00017,RC03206"	"ko00000,ko00001,ko00002,ko02000"	4.A.3.2	PTS_EIIC
CAJ66958.1	2.16E-120	S	"Selenoprotein B, glycine betaine sarcosine D-proline reductase family"	-	-	-	-	-	-	-	GRDB
CAJ66959.1	8.04E-230	E	Asparaginase	"ko:K01444,ko:K13051"	"ko00511,ko04142,map00511,map04142"	-	-	-	"ko00000,ko00001,ko01000,ko01002"	-	Asparaginase_2
CAJ66960.1	2.40E-258	E	Peptidase family M20/M25/M40	ko:K01439	"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230"	M00016	R02734	"RC00064,RC00090"	"ko00000,ko00001,ko00002,ko01000"	-	"M20_dimer,Peptidase_M20,Peptidase_M28"
CAJ66961.1	1.19E-154	P	Participates in the control of copper homeostasis	ko:K06201	-	-	-	-	ko00000	-	CutC
CAJ66962.1	5.40E-124	J	Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase	ko:K05808	-	-	-	-	"ko00000,ko03009"	-	"Ribosom_S30AE_C,Ribosomal_S30AE"
CAJ66963.1	0	U	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	ko:K03070	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	M00335	-	-	"ko00000,ko00001,ko00002,ko02044"	"3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4"	"Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW"
CAJ66964.1	1.25E-217	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	ko:K02836	-	-	-	-	"ko00000,ko03012"	-	"PCRF,RF-1"
CAJ66965.2	0	K	Tex-like protein	ko:K06959	-	-	-	-	ko00000	-	"HHH_3,S1,Tex_N,Tex_YqgF"
CAJ66966.1	3.59E-286	Q	Amidohydrolase family	-	-	-	-	-	-	-	"Amidohydro_1,Amidohydro_3"
CAJ66967.1	2.63E-124	S	"Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins"	-	-	-	-	-	-	-	ECF_trnsprt
CAJ66968.1	4.10E-07	-	-	-	-	-	-	-	-	-	DUF4116
CAJ66969.1	1.03E-105	S	Threonylcarbamoyl adenosine biosynthesis protein TsaE	ko:K06925	-	-	-	-	"ko00000,ko03016"	-	TsaE
CAJ66970.1	1.10E-166	O	Universal bacterial protein YeaZ	ko:K14742	-	-	-	-	"ko00000,ko03016"	-	"Acetyltransf_1,Peptidase_M22"
CAJ66971.1	3.53E-110	K	This enzyme acetylates the N-terminal alanine of ribosomal protein S18	ko:K03789	-	-	-	-	"ko00000,ko01000,ko03009"	-	"Acetyltransf_1,Acetyltransf_10"
CAJ66972.1	3.34E-243	O	"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction"	ko:K01409	-	-	R10648	"RC00070,RC00416"	"ko00000,ko01000,ko03016"	-	Peptidase_M22
CAJ66973.1	0	C	Pyruvate formate lyase-like	ko:K18427	-	-	-	-	"ko00000,ko01000"	-	"Gly_radical,PFL-like"
CAJ66974.1	1.64E-60	-	-	ko:K18428	-	-	-	-	"ko00000,ko01000"	-	-
CAJ66975.1	1.08E-246	O	4Fe-4S single cluster domain	ko:K04069	-	-	R04710	-	"ko00000,ko01000"	-	"Fer4_12,Radical_SAM"
CAJ66976.1	1.75E-229	CP	CAAX amino terminal protease family	ko:K07052	-	-	-	-	ko00000	-	Abi
CAJ66977.3	4.03E-214	V	CAAX protease self-immunity	ko:K07052	-	-	-	-	ko00000	-	Abi
CAJ66978.1	6.39E-107	E	Glyoxalase-like domain	-	-	-	-	-	-	-	Glyoxalase_2
CAJ66979.1	1.68E-165	KT	phosphorelay signal transduction system	"ko:K02477,ko:K07707"	"ko02020,ko02024,map02020,map02024"	M00495	-	-	"ko00000,ko00001,ko00002,ko02022"	-	"LytTR,Response_reg"
CAJ66980.1	0	V	"ABC transporter, ATP-binding protein"	ko:K20485	"ko02020,ko02024,map02020,map02024"	-	-	-	"ko00000,ko00001,ko02000"	"3.A.1.111.2,3.A.1.111.3"	ABC_tran
CAJ66981.1	0	C	Radical SAM	ko:K06871	-	-	-	-	ko00000	-	"Fer4_12,Radical_SAM"
CAJ66982.1	2.52E-263	S	"TIGRFAM peptide maturation system protein, TIGR04066 family"	-	-	-	-	-	-	-	-
CAJ66983.1	1.06E-05	-	-	-	-	-	-	-	-	-	-
CAJ66986.1	2.22e-311	E	amino acid	-	-	-	-	-	-	-	AA_permease_2
CAJ66987.1	1.77E-302	E	Peptidase dimerisation domain	ko:K01436	-	-	-	-	"ko00000,ko01000,ko01002"	-	"M20_dimer,Peptidase_M20"
CAJ66988.1	0	KT	Sigma-54 interaction domain	"ko:K02688,ko:K06714"	-	-	-	-	"ko00000,ko03000"	-	"HTH_8,PAS_9,PrpR_N,Sigma54_activat"
CAJ66989.1	9.83E-155	T	Cyclic nucleotide-binding domain	-	-	-	-	-	-	-	cNMP_binding
CAJ66990.1	0.00E+00	V	MatE	-	-	-	-	-	-	-	MatE
CAJ66991.1	0	S	"ABC transporter, ATP-binding protein"	ko:K06158	-	-	-	-	"ko00000,ko03012"	-	"ABC_tran,ABC_tran_CTD,ABC_tran_Xtn"
CAJ66992.1	1.03E-148	K	Modulates transcription in response to changes in cellular NADH NAD( ) redox state	ko:K01926	-	-	-	-	"ko00000,ko03000"	-	"CoA_binding,Put_DNA-bind_N"
CAJ66993.1	3.84E-131	C	"FmdE, Molybdenum formylmethanofuran dehydrogenase operon"	ko:K11261	"ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200"	M00567	"R03015,R08060,R11743"	"RC00197,RC00323"	"ko00000,ko00001,ko00002,ko01000"	-	"FmdE,zf-dskA_traR"
CAJ66994.1	1.81E-22	C	4Fe-4S dicluster domain	-	-	-	-	-	-	-	Fer4
CAJ66995.1	2.14E-259	M	Bacterial capsule synthesis protein PGA_cap	ko:K07282	-	-	-	-	ko00000	-	"PGA_cap,Peptidase_M15"
CAJ66996.1	0	C	Prismane/CO dehydrogenase family	ko:K00198	"ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200"	M00377	"R07157,R08034"	"RC00250,RC02800"	"ko00000,ko00001,ko00002,ko01000"	-	Prismane
CAJ66997.1	2.40E-121	C	4Fe-4S dicluster domain	ko:K00196	"ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200"	-	"R07157,R08034"	"RC00250,RC02800"	"ko00000,ko00001"	-	Fer4_11
CAJ66998.1	2.13E-295	C	Pyridine nucleotide-disulphide oxidoreductase	-	-	-	-	-	-	-	Pyr_redox_2
CAJ66999.1	4.63E-297	M	cyclopropane-fatty-acyl-phospholipid synthase	ko:K00574	-	-	-	-	"ko00000,ko01000"	-	CMAS
CAJ67000.1	2.67E-185	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	"Asp23,IPT"
CAJ67001.1	2.65E-307	C	Belongs to the Glu Leu Phe Val dehydrogenases family	"ko:K00260,ko:K00261"	"ko00220,ko00250,ko00430,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00430,map00471,map00910,map01100,map01200,map04217,map04964"	M00740	"R00243,R00248"	"RC00006,RC02799"	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	"ELFV_dehydrog,ELFV_dehydrog_N"
CAJ67003.1	1.58E-263	KT	Peptidase M56	-	-	-	-	-	-	-	Peptidase_M56
CAJ67004.1	4.43E-06	KT	Peptidase M56	-	-	-	-	-	-	-	Peptidase_M56
CAJ67005.1	1.18E-228	M	NlpC p60 family	ko:K20742	-	-	-	-	"ko00000,ko01000,ko01002"	-	"CW_binding_2,NLPC_P60,SH3_3"
CAJ67006.1	1.95E-219	F	Belongs to the ATCase OTCase family	ko:K00609	"ko00240,ko00250,ko01100,map00240,map00250,map01100"	M00051	R01397	"RC00064,RC02850"	"ko00000,ko00001,ko00002,ko01000"	-	"OTCace,OTCace_N,PyrI_C"
CAJ67007.1	1.11E-171	C	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD(	ko:K02823	"ko00240,ko01100,map00240,map01100"	-	-	-	"ko00000,ko00001"	-	"DHODB_Fe-S_bind,NAD_binding_1"
